fir_id,case_id,date,police_station,complaint_text
FIR00676,CASE0161,2025-10-21,Whitefield Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00677,CASE0013,2022-12-26,T Nagar Police Station,Missing person report filed after individual failed to return from scheduled business travel. Subject also referred to as Rizwan Mlhotra. Phone noted in station diary as 8885768947. Subject also referred to as Sanjay Nari. Phone noted in station diary as 9279957302. Subject also referred to as Prakash Mirza. Phone noted in station diary as 6474764815. Subject also referred to as Salman Iyee. Phone noted in station diary as 9567772566.
FIR00678,CASE0127,2024-07-09,Gomti Nagar Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00679,CASE0029,2022-12-11,Secunderabad Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00680,CASE0173,2024-06-09,Bandra Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00681,CASE0206,2022-01-16,Malviya Nagar Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00682,CASE0049,2022-06-01,T Nagar Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00683,CASE0231,2025-01-09,Sector 17 Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00684,CASE0096,2022-01-14,T Nagar Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00685,CASE0046,2024-02-03,Hazratganj Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00686,CASE0003,2025-02-16,Koregaon Park Police Station,Money laundering indicators observed through layered transactions across multiple accounts. Subject also referred to as Swati Ansaari. Phone noted in station diary as 9003437482. Subject also referred to as Deepak Vema. Phone noted in station diary as 9019919248. Subject also referred to as Diya Redde. Phone noted in station diary as 7234149129. Subject also referred to as Rahul AAnsari. Phone noted in station diary as 6773454717.
FIR00687,CASE0100,2025-06-01,Malviya Nagar Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00688,CASE0148,2022-05-14,Whitefield Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00689,CASE0052,2023-09-17,Secunderabad Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00690,CASE0179,2023-07-16,Secunderabad Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00691,CASE0189,2025-06-30,Malviya Nagar Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00692,CASE0114,2023-04-19,Hazratganj Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00693,CASE0204,2024-05-23,Bandra Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00694,CASE0162,2022-03-07,Malviya Nagar Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00695,CASE0113,2024-02-02,Colaba Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00696,CASE0192,2023-07-05,T Nagar Police Station,Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00697,CASE0105,2024-07-03,Hazratganj Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00698,CASE0110,2023-12-09,Satellite Police Station,Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00699,CASE0234,2023-02-26,Malviya Nagar Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00700,CASE0160,2022-04-01,Whitefield Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00701,CASE0014,2025-02-24,Sector 17 Police Station,Extortion complaint regarding repeated threatening calls demanding payment. Subject also referred to as Kiran Sinhg. Phone noted in station diary as 6627963661. Subject also referred to as Zara Siingh. Phone noted in station diary as 6144130086. Subject also referred to as Sana Deesai. Phone noted in station diary as 7317087621. Subject also referred to as Suresh Menoi. Phone noted in station diary as 8455139116.
FIR00702,CASE0074,2025-05-10,Park Street Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00703,CASE0020,2022-08-11,Park Street Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network. Subject also referred to as Gopal DDesai. Phone noted in station diary as 8857490106. Subject also referred to as Kiran Mirzza. Phone noted in station diary as 8519020611. Subject also referred to as Vikram Mukherjeee. Phone noted in station diary as 6503453388. Subject also referred to as Ishaan Ali. Phone noted in station diary as 7025999103.
FIR00704,CASE0190,2023-02-23,Satellite Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00705,CASE0054,2023-08-17,MG Road Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00706,CASE0206,2022-06-08,Bandra Police Station,Cheating case registered involving forged property documents and misrepresentation.
FIR00707,CASE0121,2024-10-08,Whitefield Police Station,Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00708,CASE0075,2023-03-12,Andheri Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00709,CASE0032,2023-08-14,Bandra Police Station,Missing person report filed after individual failed to return from scheduled business travel.
FIR00710,CASE0106,2023-12-17,Secunderabad Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00711,CASE0145,2022-07-01,Bandra Police Station,Money laundering indicators observed through layered transactions across multiple accounts.
FIR00712,CASE0205,2025-07-03,Andheri Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00713,CASE0184,2022-04-13,Sector 17 Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00714,CASE0037,2022-11-30,Malviya Nagar Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00715,CASE0113,2022-08-22,Secunderabad Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00716,CASE0187,2022-09-29,Andheri Police Station,Extortion complaint regarding repeated threatening calls demanding payment.
FIR00717,CASE0037,2025-06-18,Koramangala Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00718,CASE0208,2023-09-21,Colaba Police Station,Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00719,CASE0163,2023-04-09,Koramangala Police Station,Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00720,CASE0182,2024-06-23,Malviya Nagar Police Station,Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00721,CASE0111,2022-03-24,Andheri Police Station,Supplementary statement added to case CASE0111. Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00722,CASE0089,2022-04-17,Koramangala Police Station,Supplementary statement added to case CASE0089. Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00723,CASE0045,2023-05-09,Koregaon Park Police Station,Supplementary statement added to case CASE0045. Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00724,CASE0103,2022-08-24,Andheri Police Station,Supplementary statement added to case CASE0103. Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00725,CASE0134,2022-06-20,Colaba Police Station,Supplementary statement added to case CASE0134. Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00726,CASE0173,2022-11-14,Hazratganj Police Station,Supplementary statement added to case CASE0173. Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00727,CASE0187,2022-05-06,Gomti Nagar Police Station,Supplementary statement added to case CASE0187. Missing person report filed after individual failed to return from scheduled business travel.
FIR00728,CASE0190,2022-02-05,Satellite Police Station,Supplementary statement added to case CASE0190. Complainant reports unauthorized withdrawal from business account linked to suspected fraud network.
FIR00729,CASE0190,2025-06-24,T Nagar Police Station,Supplementary statement added to case CASE0190. Extortion complaint regarding repeated threatening calls demanding payment.
FIR00730,CASE0054,2025-10-10,Bandra Police Station,Supplementary statement added to case CASE0054. Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00731,CASE0132,2023-09-15,MG Road Police Station,Supplementary statement added to case CASE0132. Missing person report filed after individual failed to return from scheduled business travel.
FIR00732,CASE0033,2025-08-13,Bandra Police Station,Supplementary statement added to case CASE0033. Assault complaint filed following dispute at commercial premises; medical report attached.
FIR00733,CASE0228,2024-06-12,Hazratganj Police Station,Supplementary statement added to case CASE0228. Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00734,CASE0085,2025-01-18,Hazratganj Police Station,Supplementary statement added to case CASE0085. Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00735,CASE0037,2022-04-20,T Nagar Police Station,Supplementary statement added to case CASE0037. Cyber fraud complaint regarding impersonation and unauthorized fund transfer via mobile banking.
FIR00736,CASE0233,2024-02-15,Hazratganj Police Station,Supplementary statement added to case CASE0233. Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00737,CASE0136,2025-11-09,Hazratganj Police Station,Supplementary statement added to case CASE0136. Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00738,CASE0223,2023-07-05,Malviya Nagar Police Station,Supplementary statement added to case CASE0223. Extortion complaint regarding repeated threatening calls demanding payment.
FIR00739,CASE0022,2025-02-16,Whitefield Police Station,Supplementary statement added to case CASE0022. Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00740,CASE0015,2022-02-25,Colaba Police Station,Supplementary statement added to case CASE0015. Extortion complaint regarding repeated threatening calls demanding payment.
FIR00741,CASE0120,2024-10-21,Secunderabad Police Station,Supplementary statement added to case CASE0120. Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00742,CASE0233,2022-06-17,Koregaon Park Police Station,Supplementary statement added to case CASE0233. Extortion complaint regarding repeated threatening calls demanding payment.
FIR00743,CASE0059,2025-02-19,MG Road Police Station,Supplementary statement added to case CASE0059. Missing person report filed after individual failed to return from scheduled business travel.
FIR00744,CASE0132,2025-09-23,Park Street Police Station,Supplementary statement added to case CASE0132. Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00745,CASE0114,2023-09-17,Malviya Nagar Police Station,Supplementary statement added to case CASE0114. Theft of commercial goods reported from warehouse during overnight hours; suspects unknown.
FIR00746,CASE0161,2022-10-30,MG Road Police Station,Supplementary statement added to case CASE0161. Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00747,CASE0025,2024-04-30,MG Road Police Station,Supplementary statement added to case CASE0025. Vehicle theft reported from residential parking area; CCTV footage requested.
FIR00748,CASE0226,2025-09-12,Sector 17 Police Station,Supplementary statement added to case CASE0226. Narcotics-related intelligence forwarded for verification and coordinated follow-up.
FIR00749,CASE0203,2025-10-09,Whitefield Police Station,Supplementary statement added to case CASE0203. Money laundering indicators observed through layered transactions across multiple accounts.
FIR00750,CASE0229,2025-11-29,Satellite Police Station,Supplementary statement added to case CASE0229. Narcotics-related intelligence forwarded for verification and coordinated follow-up.
